Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control
NP_001035957.1,131.0,0.0,33.1,130.7,0.0,24.8,136.8,0.0,12.1,142.4,0.0,30.0,192.4,0.0,37.5,167.0,0.0,21.8,144.7,0.0,18.8,141.3,0.0,23.3,140.0,0.0,17.2,197.37407407407412,34.68148148148149,0.0,135.02592592592595,44.37777777777778,0.0,189.46666666666673,53.44074074074074,0.0,144.06296296296298,49.12592592592593,0.0,172.63703703703706,38.940740740740736,0.0,169.58518518518522,43.448148148148164,0.0,215.85555555555558,43.448148148148164,0.0,166.8037037037037,48.218518518518515,0.0,129.5296296296296,0.0,49.55555555555556
NP_001651.1,638.1,0.0,923.3,618.1,0.0,851.6,293.0,0.0,470.5,608.6,0.0,820.5,652.9,0.0,767.6,272.0,0.0,420.4,942.8,0.0,993.8,549.9,0.0,671.0,397.1,0.0,557.3,410.7592592592592,608.9962962962964,0.0,590.2148148148148,797.7851851851852,0.0,623.2481481481481,694.085185185185,0.0,559.6074074074074,766.7111111111111,0.0,1114.6370370370369,1044.3777777777777,0.0,266.0925925925926,407.3703703703703,0.0,584.9999999999999,700.7851851851851,0.0,604.737037037037,743.4518518518519,0.0,578.1370370370371,0.0,820.0185185185187
NP_001018114.1,0.0,33.0,92.2,0.0,25.6,83.1,0.0,23.0,77.6,0.0,30.6,94.1,0.0,42.2,112.8,0.0,28.2,74.7,0.0,31.1,100.4,0.0,27.0,85.2,0.0,30.0,64.1,0.0,116.17777777777779,8.892592592592592,0.0,96.94814814814812,7.737037037037037,0.0,120.92592592592594,11.88888888888889,0.0,109.34074074074073,9.348148148148148,0.0,134.00370370370368,10.97037037037037,0.0,97.9111111111111,8.814814814814815,0.0,101.30370370370372,13.103703703703705,0.0,120.45555555555555,10.107407407407406,0.0,9.403703703703705,99.75925925925924
NP_001138356.1,0.0,200.5,301.9,0.0,189.8,303.1,0.0,149.0,241.8,0.0,205.6,309.6,0.0,197.6,344.0,0.0,227.0,319.8,0.0,157.2,306.1,0.0,179.9,250.7,0.0,153.2,277.9,0.0,327.0666666666667,148.7296296296296,0.0,303.47407407407405,131.9333333333333,0.0,323.3,134.00370370370368,0.0,310.8703703703703,137.04814814814813,0.0,350.5962962962963,131.00740740740744,0.0,320.6592592592593,146.66666666666666,0.0,372.4370370370371,173.7888888888889,0.0,301.0222222222222,146.66666666666666,0.0,133.3814814814815,291.4962962962963
NP_001350777.1,30.5,21.5,42.2,27.0,20.5,37.3,20.9,13.9,27.8,31.4,23.7,38.1,27.8,22.8,38.7,51.6,37.4,69.6,20.9,22.0,42.1,25.0,25.3,41.2,18.3,16.0,34.5,37.61851851851852,55.6888888888889,5.607407407407408,37.61851851851852,54.24444444444444,6.362962962962962,37.0888888888889,55.41851851851851,7.114814814814815,41.32592592592592,56.18888888888888,7.3962962962962955,33.677777777777784,65.92222222222222,8.177777777777779,61.729629629629635,91.74444444444443,11.437037037037037,35.94814814814815,64.13703703703703,6.896296296296297,39.34814814814814,67.13703703703703,9.485185185185186,38.10000000000001,6.048148148148147,57.15185185185185
NP_004773.1,101.5,278.4,0.0,109.5,277.5,0.0,56.0,124.7,0.0,89.7,234.5,0.0,65.3,199.5,0.0,136.6,314.8,0.0,70.8,172.7,0.0,84.4,224.2,0.0,59.6,170.9,0.0,81.62222222222223,0.0,118.2851851851852,116.65185185185184,0.0,203.10000000000002,71.96666666666667,0.0,137.04814814814813,93.93333333333334,0.0,159.26666666666665,93.11481481481479,0.0,149.38888888888889,137.04814814814813,0.0,222.937037037037,94.78518518518518,0.0,196.52962962962968,106.03703703703704,0.0,188.08148148148143,99.75925925925924,192.47777777777773,0.0
NP_055203.4,0.0,255.7,236.9,0.0,260.3,233.6,0.0,183.6,153.5,0.0,267.2,239.4,0.0,284.1,240.0,0.0,267.4,282.7,0.0,275.1,180.7,0.0,300.0,191.2,0.0,223.4,155.3,0.0,210.91851851851845,198.4296296296297,0.0,244.11481481481482,185.9555555555556,0.0,228.76666666666662,213.03703703703707,0.0,249.41481481481478,186.63333333333335,0.0,212.2851851851852,262.57037037037037,0.0,287.8296296296296,184.76296296296297,0.0,217.2296296296296,274.074074074074,0.0,235.47407407407403,268.05555555555554,0.0,175.40740740740742,234.01851851851856
NP_071344.1,346.6,0.0,297.2,335.6,0.0,250.5,225.7,0.0,239.1,316.0,0.0,251.8,322.9,0.0,265.9,341.5,0.0,253.2,251.3,0.0,247.9,266.7,0.0,219.7,237.0,0.0,236.8,318.6518518518519,319.474074074074,0.0,325.6592592592592,254.12962962962962,0.0,312.8222222222222,254.12962962962962,0.0,290.97037037037035,259.22222222222223,0.0,291.4962962962963,283.54074074074066,0.0,332.3925925925926,264.87407407407403,0.0,352.60740740740744,318.6518518518519,0.0,300.18518518518516,265.4777777777778,0.0,322.69629629629634,0.0,285.8296296296296
NP_003822.2,36.7,8.7,0.0,26.8,12.2,0.0,20.6,9.5,0.0,31.2,13.9,0.0,27.7,12.7,0.0,39.7,13.6,0.0,28.9,12.3,0.0,32.6,11.3,0.0,17.6,10.4,0.0,37.0888888888889,0.0,3.7666666666666666,37.0888888888889,0.0,3.9296296296296296,36.75555555555556,0.0,3.9296296296296296,40.529629629629625,0.0,4.42962962962963,43.144444444444446,0.0,4.262962962962963,52.233333333333334,0.0,3.9296296296296296,33.677777777777784,0.0,4.5888888888888895,51.96666666666667,0.0,4.42962962962963,45.11851851851851,2.3629629629629627,0.0
NP_055569.1,153.7,0.0,1364.2,110.0,0.0,1421.7,75.0,0.0,1195.2,159.1,0.0,1443.0,119.1,0.0,1721.0,120.5,0.0,1762.0,88.2,0.0,1260.6,124.5,0.0,1441.0,75.2,0.0,1495.5,108.41851851851852,1455.2074074074078,0.0,117.13703703703702,1220.4185185185186,0.0,122.59259259259255,1444.325925925926,0.0,158.6740740740741,1234.1296296296296,0.0,109.86296296296297,1279.6407407407405,0.0,126.19629629629627,1501.5592592592589,0.0,120.45555555555555,1736.8148148148146,0.0,150.6148148148148,1482.6888888888889,0.0,148.14814814814812,0.0,1159.885185185185
NP_006433.2,0.0,506.5,1941.6,0.0,569.7,2332.2,0.0,208.0,795.8,0.0,533.4,2200.5,0.0,415.0,1498.2,0.0,332.2,929.1,0.0,321.5,1227.3,0.0,324.6,1125.3,0.0,182.0,644.9,0.0,986.7222222222221,228.10740740740744,0.0,1997.4333333333338,463.7148148148148,0.0,1263.2481481481484,332.3925925925926,0.0,1866.2037037037037,414.02592592592595,0.0,1234.1296296296296,310.29999999999995,0.0,852.740740740741,238.51111111111112,0.0,811.5111111111112,213.9888888888889,0.0,1188.5037037037034,299.32592592592596,0.0,381.3148148148149,1592.9740740740735
NP_056345.3,512.9,2054.8,1041.3,465.1,1840.2,1058.0,251.0,862.2,561.9,604.2,2021.6,1051.8,401.9,1452.8,886.0,514.4,1862.3,1145.1,386.0,1389.7,780.1,422.1,1629.1,870.2,253.3,962.8,608.5,353.1518518518519,722.3888888888888,1150.4,438.3555555555556,968.8444444444444,1602.948148148148,383.62962962962956,783.9962962962962,1324.325925925926,549.6407407407409,950.2666666666664,1660.2851851851854,451.83333333333326,820.0185185185187,1520.625925925926,492.95185185185176,1017.5444444444444,1520.625925925926,375.6370370370371,771.2851851851854,1300.5111111111112,473.5555555555555,931.840740740741,1672.566666666667,456.93333333333334,1672.566666666667,920.6074074074078
NP_001023.1,1461.0,5293.2,5794.4,1345.3,5208.6,5652.9,1027.5,3169.2,3301.7,1373.7,4865.9,5244.0,1195.8,4202.4,4440.0,1168.8,5396.0,6003.5,1302.5,3899.6,3946.1,1036.7,3862.5,4130.7,1112.6,3574.6,3508.4,1569.0666666666666,4101.392592592592,4380.296296296296,1300.5111111111112,4785.774074074074,4260.103703703704,1186.6481481481478,3737.8703703703704,3754.1555555555556,1287.737037037037,4356.5888888888885,3817.5000000000005,1569.0666666666666,3860.411111111112,4190.988888888889,1134.2111111111112,5008.0888888888885,4147.033333333333,1693.1703703703706,4092.3925925925923,4896.696296296297,1198.4666666666667,4110.318518518519,3912.9925925925927,1346.6370370370375,4140.477777777778,4729.237037037036
NP_075565.2,204.1,294.5,133.7,241.0,275.2,105.2,157.4,164.2,75.9,228.2,269.7,150.8,188.5,224.4,102.3,274.0,255.8,137.4,167.7,190.8,104.6,188.5,200.7,111.1,123.5,150.5,73.6,228.10740740740744,113.33703703703702,173.14074074074077,236.10370370370364,122.10370370370372,199.9814814814815,187.29999999999998,110.84444444444445,158.1,218.00000000000003,166.09259259259258,188.8740740740741,198.4296296296297,138.1111111111111,166.09259259259258,267.5296296296296,153.74074074074073,174.63333333333333,188.08148148148143,113.33703703703702,169.58518518518522,222.4851851851852,148.7296296296296,165.6,193.63703703703703,207.2740740740741,147.74814814814812
XP_011509096.1,519.7,232.2,0.0,511.3,223.9,0.0,280.9,124.1,0.0,504.5,202.2,0.0,565.2,245.9,0.0,583.6,243.3,0.0,318.7,134.0,0.0,333.1,130.9,0.0,222.7,95.3,0.0,392.637037037037,0.0,117.13703703703702,483.7629629629629,0.0,158.1,541.9037037037037,0.0,181.0074074074074,465.2814814814814,0.0,132.8592592592593,365.74074074074065,0.0,108.82962962962962,543.5259259259259,0.0,164.8037037037037,333.2222222222222,0.0,93.42222222222219,377.28888888888883,0.0,102.65925925925927,464.56666666666666,158.6740740740741,0.0
NP_001288784.1,326.8,0.0,11.0,297.3,0.0,14.4,198.2,0.0,8.8,347.7,0.0,13.9,254.7,0.0,14.1,378.0,0.0,10.4,224.1,0.0,12.1,234.3,0.0,15.3,172.1,0.0,9.5,282.92222222222216,29.92592592592592,0.0,293.425925925926,32.93333333333334,0.0,255.6148148148148,31.674074074074067,0.0,317.7259259259259,32.537037037037045,0.0,264.87407407407403,31.36296296296296,0.0,359.5703703703704,30.496296296296297,0.0,257.0444444444444,32.537037037037045,0.0,270.23333333333335,40.148148148148145,0.0,304.45925925925934,0.0,28.670370370370367
XP_024309460.1,73.4,173.0,0.0,83.3,166.6,0.0,38.7,92.7,0.0,80.9,167.4,0.0,72.7,161.4,0.0,97.0,178.7,0.0,64.2,113.3,0.0,63.5,128.3,0.0,37.6,79.0,0.0,58.75555555555556,0.0,78.13703703703705,89.37777777777777,0.0,116.65185185185184,78.88148148148149,0.0,105.34074074074073,85.55925925925925,0.0,113.76296296296297,84.94814814814815,0.0,85.55925925925925,103.1666666666667,0.0,115.08148148148148,63.0148148148148,0.0,68.76666666666667,82.95185185185184,0.0,100.77777777777776,75.80740740740741,111.8,0.0
XP_016862903.1,0.0,119.9,62.8,0.0,97.4,54.6,0.0,83.2,49.4,0.0,116.7,58.5,0.0,105.4,59.4,0.0,106.9,51.1,0.0,88.8,49.1,0.0,93.5,53.9,0.0,77.4,48.3,0.0,79.44074074074075,68.76666666666667,0.0,72.91851851851851,55.6888888888889,0.0,70.12962962962963,57.15185185185185,0.0,74.65925925925927,70.76666666666667,0.0,74.2851851851852,59.88148148148147,0.0,72.91851851851851,58.75555555555556,0.0,84.46296296296295,65.40740740740742,0.0,80.79629629629632,64.89629629629633,0.0,69.59629629629629,74.65925925925927
NP_060272.3,89.6,152.7,0.0,90.2,137.8,0.0,100.6,128.8,0.0,107.8,149.2,0.0,109.4,177.7,0.0,113.9,147.8,0.0,105.5,125.6,0.0,112.7,134.4,0.0,96.7,110.3,0.0,140.42592592592592,0.0,122.59259259259255,96.94814814814812,0.0,91.1851851851852,112.2777777777778,0.0,119.9148148148148,108.82962962962962,0.0,97.9111111111111,128.45555555555555,0.0,99.75925925925924,122.10370370370372,0.0,93.11481481481479,148.7296296296296,0.0,113.33703703703702,134.59629629629632,0.0,106.03703703703704,90.72222222222224,97.9111111111111,0.0
NP_060695.2,794.8,905.1,643.8,741.8,873.2,627.5,469.8,493.1,353.0,826.2,944.8,616.3,634.1,724.0,507.3,854.6,953.2,627.5,479.2,538.4,401.4,557.8,619.8,424.6,334.2,381.3,276.1,661.0592592592594,459.43333333333345,629.3814814814815,700.7851851851851,595.5962962962963,723.5259259259261,605.7111111111111,462.01111111111106,628.2407407407408,764.2814814814816,587.122222222222,758.4000000000002,557.0851851851853,444.0777777777778,569.0370370370372,787.8777777777775,587.122222222222,741.2037037037036,496.0259259259259,367.3222222222222,492.95185185185176,615.5037037037036,469.6333333333333,590.2148148148148,732.2333333333333,719.0666666666666,594.3259259259257
NP_001028284.1,2527.6,980.5,0.0,2588.0,1055.0,0.0,1506.5,636.8,0.0,2589.8,997.7,0.0,2037.7,835.9,0.0,2884.4,985.4,0.0,1572.6,693.6,0.0,1653.5,675.8,0.0,1014.3,454.0,0.0,2326.574074074074,0.0,811.5111111111112,2621.3370370370367,0.0,888.5111111111112,2102.459259259259,0.0,720.1555555555556,2492.4888888888886,0.0,803.3740740740739,1933.5111111111112,0.0,727.9999999999999,2930.1074074074068,0.0,771.2851851851854,1531.4592592592594,0.0,585.9814814814815,1950.588888888889,0.0,661.0592592592594,2432.855555555556,782.9666666666669,0.0
NP_057130.1,273.2,106.9,0.0,274.2,83.4,0.0,173.9,71.9,0.0,241.2,99.0,0.0,288.3,110.2,0.0,171.0,86.1,0.0,240.5,85.8,0.0,192.5,81.0,0.0,163.8,71.7,0.0,252.4777777777778,0.0,51.1888888888889,274.074074074074,0.0,42.84444444444444,282.92222222222216,0.0,60.60740740740741,233.4481481481481,0.0,53.87407407407407,282.27037037037036,0.0,57.96666666666666,173.7888888888889,0.0,43.448148148148164,244.11481481481482,0.0,57.5925925925926,226.9592592592592,0.0,53.08518518518519,257.9333333333333,59.22222222222223,0.0
XP_016873596.1,777.9,34.3,301.6,750.1,55.9,305.9,473.3,15.8,251.9,787.1,23.3,305.6,652.4,13.7,285.0,951.0,56.6,299.1,568.4,14.8,251.3,713.6,15.0,281.5,504.9,29.3,249.0,669.1925925925925,340.48148148148147,6.362962962962962,715.8296296296298,307.037037037037,16.885185185185183,621.4888888888888,269.4037037037037,4.166666666666667,716.8481481481481,307.8185185185186,7.114814814814815,661.0592592592594,287.09259259259255,5.011111111111112,900.9444444444445,300.18518518518516,20.099999999999998,749.425925925926,333.9851851851852,12.507407407407406,787.8777777777775,331.49999999999994,5.7370370370370365,713.1518518518519,10.04814814814815,290.97037037037035
NP_054753.1,422.1,1583.7,0.0,415.1,1520.0,0.0,254.1,1119.6,0.0,444.1,1709.8,0.0,357.9,1561.7,0.0,479.0,1473.3,0.0,285.1,1446.5,0.0,381.7,1225.4,0.0,218.2,1014.1,0.0,357.5518518518519,0.0,1543.8037037037036,396.6148148148149,0.0,1309.0740740740741,343.5481481481482,0.0,1427.240740740741,404.67037037037034,0.0,1438.466666666667,326.2148148148148,0.0,1585.774074074074,459.43333333333345,0.0,1192.3703703703704,326.2148148148148,0.0,1374.759259259259,433.2666666666667,0.0,1237.6296296296296,387.07037037037037,1332.5888888888887,0.0
XP_005264930.1,0.0,93.0,75.3,0.0,74.3,81.7,0.0,68.5,68.4,0.0,77.3,76.1,0.0,89.4,86.8,0.0,76.9,65.2,0.0,87.5,80.6,0.0,82.6,74.2,0.0,77.6,80.1,0.0,105.34074074074073,44.37777777777778,0.0,95.14074074074072,36.75555555555556,0.0,96.39629629629628,41.32592592592592,0.0,95.89259259259259,38.10000000000001,0.0,107.89629629629631,58.75555555555556,0.0,86.37037037037038,35.94814814814815,0.0,125.81481481481484,65.92222222222222,0.0,108.82962962962962,54.24444444444444,0.0,45.11851851851851,88.58518518518518
NP_057715.2,216.1,0.0,182.1,213.8,0.0,165.3,178.6,0.0,145.4,222.2,0.0,206.7,227.2,0.0,189.2,221.6,0.0,141.4,201.3,0.0,187.3,192.4,0.0,155.5,165.3,0.0,147.7,261.35925925925926,199.9814814814815,0.0,213.03703703703707,181.0074074074074,0.0,234.01851851851856,187.29999999999998,0.0,210.22222222222223,217.2296296296296,0.0,243.53703703703707,221.0407407407408,0.0,225.50370370370368,157.47407407407408,0.0,246.76296296296292,205.70370370370372,0.0,226.22222222222223,199.16296296296298,0.0,204.36296296296302,0.0,189.46666666666673
XP_005261339.1,13.9,0.0,14.3,8.1,0.0,12.2,12.2,0.0,11.6,11.1,0.0,14.7,15.1,0.0,16.4,11.6,0.0,12.3,7.2,0.0,10.2,14.7,0.0,13.7,13.7,0.0,17.3,23.066666666666666,34.044444444444444,0.0,20.099999999999998,31.36296296296296,0.0,22.7962962962963,33.237037037037034,0.0,21.31851851851852,34.044444444444444,0.0,20.099999999999998,29.244444444444444,0.0,20.67037037037037,32.93333333333334,0.0,29.244444444444444,43.86666666666667,0.0,27.99629629629629,36.359259259259254,0.0,21.31851851851852,0.0,30.977777777777778
NP_003623.1,260.2,0.0,69.8,243.9,0.0,66.1,138.3,0.0,64.4,263.1,0.0,69.1,211.0,0.0,78.3,288.9,0.0,91.5,174.4,0.0,63.6,203.6,0.0,64.1,133.4,0.0,73.1,199.56296296296307,98.75555555555555,0.0,238.51111111111112,83.99629629629628,0.0,210.22222222222223,87.59629629629629,0.0,248.0148148148148,86.37037037037038,0.0,209.67777777777775,87.21111111111111,0.0,282.92222222222216,114.68518518518519,0.0,202.45185185185184,112.65925925925924,0.0,239.6555555555556,95.56666666666668,0.0,245.45925925925926,0.0,82.95185185185184
NP_001349898.1,365.1,0.0,1235.5,347.9,0.0,1240.7,276.5,0.0,727.2,396.2,0.0,1226.0,361.9,0.0,1149.6,475.0,0.0,1262.8,313.2,0.0,967.9,342.8,0.0,987.2,245.5,0.0,734.2,385.2481481481482,904.2222222222225,0.0,338.3185185185186,1098.551851851852,0.0,348.9259259259259,981.4888888888888,0.0,367.3222222222222,1075.5814814814814,0.0,352.60740740740744,1017.5444444444444,0.0,452.9111111111112,1120.0296296296297,0.0,364.9444444444444,911.666666666667,0.0,387.774074074074,1060.5444444444447,0.0,341.4740740740741,0.0,1070.8185185185184
XP_011507965.1,511.6,167.9,0.0,441.9,164.3,0.0,246.6,128.4,0.0,492.3,170.9,0.0,387.0,181.1,0.0,455.2,201.1,0.0,302.3,147.6,0.0,392.9,202.2,0.0,251.8,166.4,0.0,344.19259259259246,0.0,122.10370370370372,421.1962962962963,0.0,113.76296296296297,369.1111111111112,0.0,120.92592592592594,452.9111111111112,0.0,114.68518518518519,342.93333333333345,0.0,122.10370370370372,428.9703703703704,0.0,129.5296296296296,374.7629629629631,0.0,191.8259259259259,446.35555555555544,0.0,167.9888888888889,454.26666666666665,106.90370370370371,0.0
NP_001601.1,129.7,321.6,0.0,124.4,293.1,0.0,69.4,246.4,0.0,120.8,300.4,0.0,95.7,340.1,0.0,138.9,344.6,0.0,78.6,310.4,0.0,98.7,300.2,0.0,69.0,243.3,0.0,102.65925925925927,0.0,280.7925925925926,129.5296296296296,0.0,217.2296296296296,98.75555555555555,0.0,259.8777777777778,123.6148148148148,0.0,213.03703703703707,101.30370370370372,0.0,302.8814814814814,139.78888888888886,0.0,247.3185185185185,108.41851851851852,0.0,307.8185185185186,120.45555555555555,0.0,268.8703703703704,129.03333333333333,227.60740740740746,0.0
NP_001307192.1,14.9,88.7,0.0,11.6,74.6,0.0,12.9,80.6,0.0,14.7,81.9,0.0,13.8,100.6,0.0,14.8,86.1,0.0,12.5,80.1,0.0,13.6,75.6,0.0,12.2,86.7,0.0,23.99259259259259,0.0,63.85925925925927,22.262962962962963,0.0,37.0888888888889,21.81481481481482,0.0,51.96666666666667,23.696296296296296,0.0,42.84444444444444,23.066666666666666,0.0,52.233333333333334,23.40740740740741,0.0,43.448148148148164,24.69629629629629,0.0,83.53333333333333,23.99259259259259,0.0,44.78148148148147,22.50740740740741,42.84444444444444,0.0
NP_008937.1,2583.6,708.9,1942.8,2311.4,655.2,1800.5,1182.3,445.1,1172.3,2589.4,818.3,1995.8,2003.6,613.4,1602.7,2176.0,797.1,2073.2,1588.6,529.7,1296.8,1815.3,615.1,1435.5,1000.3,396.6,984.1,1846.9962962962961,1430.0703703703703,562.9666666666667,2312.392592592593,1531.4592592592594,541.9037037037037,2056.048148148148,1340.3777777777777,526.4,2489.159259259259,1702.3296296296294,648.8481481481481,1950.588888888889,1306.4222222222224,557.0851851851853,2118.177777777778,1776.2185185185183,616.8444444444445,1515.148148148148,1168.8444444444447,512.1333333333336,2147.466666666667,1480.340740740741,584.9999999999999,2510.4111111111115,559.6074074074074,1596.3222222222228
NP_001287848.1,369.8,741.7,0.0,360.3,744.8,0.0,167.8,356.2,0.0,387.0,757.0,0.0,246.9,529.5,0.0,248.8,536.9,0.0,204.5,443.0,0.0,277.4,670.0,0.0,188.7,473.9,0.0,239.6555555555556,0.0,438.3555555555556,353.92962962962963,0.0,618.0111111111112,249.41481481481478,0.0,444.0777777777778,362.3777777777777,0.0,597.6148148148148,246.76296296296292,0.0,451.83333333333326,249.41481481481478,0.0,401.72222222222223,277.9925925925926,0.0,606.9037037037037,310.29999999999995,0.0,656.1555555555557,345.5444444444444,589.3814814814816,0.0
NP_115729.1,43.6,140.7,0.0,31.7,126.6,0.0,39.4,108.3,0.0,42.6,130.8,0.0,41.2,135.8,0.0,35.9,136.2,0.0,34.5,115.0,0.0,30.2,99.2,0.0,27.8,85.5,0.0,61.06666666666667,0.0,95.89259259259259,42.84444444444444,0.0,82.95185185185184,49.55555555555556,0.0,83.99629629629628,52.73703703703703,0.0,82.50370370370372,50.870370370370374,0.0,86.78888888888889,48.218518518518515,0.0,83.99629629629628,51.537037037037045,0.0,81.62222222222223,46.933333333333344,0.0,70.12962962962963,51.1888888888889,86.78888888888889,0.0
NP_001006109.1,117.9,0.0,238.2,98.0,0.0,234.5,103.4,0.0,184.5,104.8,0.0,218.0,136.0,0.0,293.4,125.9,0.0,462.4,99.3,0.0,185.9,114.1,0.0,225.7,90.0,0.0,175.4,144.90740740740742,246.22962962962958,0.0,104.82592592592594,245.45925925925926,0.0,138.59259259259258,277.9925925925926,0.0,106.90370370370371,227.60740740740746,0.0,120.45555555555555,219.2740740740741,0.0,129.5296296296296,440.5703703703704,0.0,138.1111111111111,245.45925925925926,0.0,136.2111111111111,273.3185185185185,0.0,117.13703703703702,0.0,234.85555555555558
NP_059973.4,51.6,40.7,0.0,44.0,37.0,0.0,52.9,33.2,0.0,49.1,32.4,0.0,52.6,42.9,0.0,49.5,38.1,0.0,37.0,25.3,0.0,36.1,24.9,0.0,34.5,23.7,0.0,78.13703703703705,0.0,13.499999999999998,54.98888888888888,0.0,11.177777777777779,58.5,0.0,11.996296296296297,58.5,0.0,10.514814814814814,54.63703703703703,0.0,9.348148148148148,60.24074074074074,0.0,11.655555555555555,60.60740740740741,0.0,9.914814814814815,54.98888888888888,0.0,9.18888888888889,60.24074074074074,11.88888888888889,0.0
NP_056299.1,0.0,184.8,640.6,0.0,190.2,581.8,0.0,132.7,403.6,0.0,176.4,560.4,0.0,161.9,533.2,0.0,161.0,407.2,0.0,142.0,450.6,0.0,140.5,364.5,0.0,121.4,400.9,0.0,531.8000000000001,130.0925925925926,0.0,561.4148148148148,132.3592592592593,0.0,485.5259259259259,106.45925925925924,0.0,530.0851851851852,118.2851851851852,0.0,492.20370370370364,115.50740740740738,0.0,399.7518518518519,100.28148148148149,0.0,501.811111111111,126.87777777777777,0.0,421.1962962962963,109.34074074074073,0.0,119.9148148148148,589.3814814814816
NP_001244031.1,569.8,484.7,0.0,554.6,475.1,0.0,326.4,258.3,0.0,584.8,485.7,0.0,488.5,349.9,0.0,352.6,271.3,0.0,349.4,274.5,0.0,305.0,230.4,0.0,219.7,155.3,0.0,461.17037037037045,0.0,299.32592592592596,522.1296296296297,0.0,377.28888888888883,467.1703703703704,0.0,270.23333333333335,531.8000000000001,0.0,363.9592592592592,399.7518518518519,0.0,260.8111111111111,343.5481481481482,0.0,188.8740740740741,328.5629629629629,0.0,178.0518518518519,347.6185185185184,0.0,199.16296296296298,516.8555555555555,361.5481481481482,0.0
NP_945327.3,80.6,147.7,1415.5,65.5,143.7,1356.4,57.6,108.2,1225.8,65.0,144.7,1559.5,67.6,135.8,1680.8,55.6,149.9,1736.3,46.4,113.5,1242.5,53.0,124.3,1370.8,33.7,80.3,1088.2,83.99629629629628,1488.3999999999999,95.56666666666668,71.34074074074074,1184.837037037037,96.39629629629628,74.65925925925927,1417.0740740740741,83.99629629629628,73.83333333333333,1328.6111111111109,92.12592592592591,64.13703703703703,1256.822222222222,85.88888888888889,66.38888888888889,1477.662962962963,94.43703703703703,59.22222222222223,1293.5925925925924,72.91851851851851,70.76666666666667,1408.1962962962964,95.89259259259259,80.42962962962964,92.12592592592591,1204.362962962963
